SSC,IEMG,MYOP,SKW,RMS,MAV,WL,ZC,ACT,COMP,MOB,FR,MNP,TOT,MNF,PKF,SSC,IEMG,MYOP,SKW,RMS,MAV,WL,ZC,ACT,COMP,MOB,FR,MNP,TOT,MNF,PKF
71.0,65336.463232257054,0.0234375,1.2627701674969687,675.7914566711121,510.44111900200824,67046.08148877884,36.0,455495.309811902,1.3768584049913803,1.0588704847991315,4.134592769207325,3577.225821915639,228942.45260260088,123.13825983869363,109.375,71.0,50084.54930231115,0.1171875,0.5332844021257557,487.8872426919486,391.28554142430585,60198.20765500808,51.0,237914.8767402384,1.2922568674733186,1.2343974420880777,1.8839640049739184,1860.5674629334935,119076.31762774359,129.16295698744221,171.875
66.0,63906.11439983707,0.03125,1.3248019438341907,663.5043932858732,499.2665187487271,63612.0337039688,35.0,440235.7884410431,1.3889598049945802,1.0036353654348464,4.512103790272408,3439.1869748152767,220107.9663881777,119.90559409365973,31.25,72.0,54526.32148166007,0.015625,1.3910042313290025,562.4271922691975,425.98688657546927,60216.16426939294,47.0,315719.9949171598,1.335678872653016,1.14236454692804,2.4238470152033496,2475.778768565555,158449.8411881955,115.27863519750353,31.25
63.0,72869.672059278,0.0390625,1.0153576992883144,717.7985926975796,569.2943129631094,75172.409712023,40.0,515146.90229680977,1.3854553319133114,1.1046651852488814,2.3314511740086195,4025.8661536669897,257655.43383468734,106.68280561325543,31.25,69.0,61233.40312499799,0.0234375,1.5197414324366068,649.3868960242833,478.3859619140468,66051.3519936101,47.0,420849.41233947716,1.437081054201398,1.0757901057033707,2.66059624559961,3301.21668857016,211277.86806849024,100.45533308889783,39.0625
60.0,99644.83833246659,0.1484375,0.78722433077847,967.9830750166824,778.4752994723952,87791.19828548051,41.0,936331.9668444814,1.4767632016631593,0.9612590947243671,5.093560722029784,7324.477371160463,468766.55175426963,105.5854663499031,132.8125,66.0,51874.63659058016,0.0078125,1.466818968519011,547.5829742796388,405.2705983639075,53885.14285876349,47.0,299217.7212814925,1.4822089231395752,1.0408852560284323,2.974817655421334,2346.9163617674512,150202.64715311688,100.22600584345024,39.0625
61.0,103207.68891983868,0.25,0.7316235071140159,1018.7576948282034,806.3100696862397,84610.60898993193,41.0,1037820.0942182282,1.5081768469192327,0.8922640185182987,7.614568277846975,8108.576720272395,518948.91009743325,105.50826206075351,31.25,69.0,44607.3822302226,0.21875,0.5962270300296095,427.45529333056817,348.4951736736141,50097.922841268155,50.0,182336.77094439548,1.35281803551724,1.1832682315860408,2.2681239540145106,1430.462819375408,91549.6204400261,121.68142797690689,70.3125
69.0,74775.47567419606,0.0859375,1.0867744364076388,790.4062856530961,584.1834037046567,73754.18035431858,44.0,624639.7867661498,1.424065385380721,1.0240181905903845,3.4302116684954473,4881.165285874977,312394.5782959985,110.5157066189517,23.4375,75.0,51640.78366072621,0.1796875,0.6118469150965207,495.41633688384036,403.4436223494235,60671.74179743656,57.0,245395.3870961583,1.3372379586900576,1.2174464075296492,1.875880265792893,1917.6351477033827,122728.6494530165,119.44176299680089,109.375
73.0,46499.17642827268,0.015625,1.7496424151775272,509.16928797021535,363.2748158458803,51252.360820361304,44.0,259232.0692188125,1.3665917365836642,1.0988626071858874,2.84334905837635,2025.5743881259868,129636.76084006316,113.12931894518434,85.9375,71.0,49022.82091326527,0.1640625,0.5978535839100113,485.57429753419746,382.9907883848849,56362.81633887354,60.0,235754.7702572639,1.34437640776117,1.1898543682149625,1.9338834584702256,1841.9162566094137,117882.64042300248,116.99087419917412,23.4375
72.0,46420.395535459946,0.078125,0.8402531170209414,485.8687960098702,362.6593401207808,48804.08211298342,45.0,236044.78352787977,1.3791341387769327,1.0760480993312616,3.7138590567121263,1844.4321168748945,118043.65547999325,124.40628042945524,101.5625,67.0,40273.74581247057,0.234375,0.5429608815484713,405.3989991032582,314.63863915992636,45723.751771928204,54.0,164233.15818808693,1.3220747645170796,1.1703816394930189,2.102194823949031,1284.5881167460113,82213.63947174473,120.79158710829199,125.0
64.0,67923.01974484924,0.0390625,1.0154433957470488,694.9301426845121,530.6485917566347,61293.31355432775,41.0,482462.61887846305,1.3994748083361537,0.9672769263069736,8.160631398667512,3776.5085692740404,241696.54843353858,123.50734372477324,109.375,71.0,40738.617823598965,0.0546875,0.8052957938099379,412.92146353325063,318.2704517468669,45600.1310924534,44.0,170438.84479308463,1.3557493882310758,1.1334278667119146,2.29549423255446,1332.384497015385,85272.60780898464,116.5437701226128,117.1875
63.0,71925.61783555921,0.046875,0.9606057651328171,714.1238209664571,561.9188893403064,63847.05553094579,40.0,509438.61027788813,1.441436958296257,0.9608562850583827,7.696839177706082,3988.316354907573,255252.24671408467,117.91079313250334,46.875,73.0,45016.76584518257,0.0625,0.9705613567502073,454.24820622343105,351.69348316548883,50245.40152887679,42.0,206081.03124870063,1.4061278346250081,1.1001127088769551,2.8788087360873025,1613.7770485939668,103281.73111001388,107.72559101164823,85.9375
68.0,69093.35507437152,0.078125,0.8195502319347194,654.4838616854712,539.7918365185275,65394.86220663675,43.0,428125.51844408736,1.3999391089565012,1.0243631689883375,5.968263483337883,3348.192314831973,214284.30814924627,121.37866379557177,31.25,74.0,46594.783893705426,0.1484375,0.9649349871304608,470.584385616865,364.02174916957364,51772.57073728901,53.0,221403.35064504587,1.4067098232407091,1.0883942054353082,2.7384955654602368,1730.4371615262362,110747.97833767912,115.03042521989886,31.25
65.0,65040.99402399105,0.078125,1.260723638195236,653.4824145794375,508.1327658124301,64326.39590530895,46.0,426352.37719234603,1.333672547226682,1.0549762756732943,5.004329500325606,3341.609638260664,213863.01684868248,127.03568971642208,148.4375,72.0,42027.78746637431,0.1015625,0.7769968602910096,420.40613651220633,328.3420895810493,49163.91722157696,58.0,176496.54625900928,1.3035454198816576,1.1782230637948223,2.4153787524562373,1382.5640123076512,88484.09678768968,129.53315146066075,210.9375
64.0,52225.650996388096,0.0703125,1.4596376284716082,549.956031273117,408.012898409282,49739.93615743985,39.0,302449.7991304259,1.3957861651363668,1.0100873438618305,4.032073353316836,2362.7471156638176,151215.81540248432,115.0622098659027,140.625,76.0,41631.30138875233,0.0859375,0.5197205863180676,405.5746109487499,325.24454209962755,48579.956530860014,51.0,163998.46192852105,1.3098105809418488,1.1963452940967159,1.8357629036871472,1288.830020491705,82485.12131146912,120.97241108149687,46.875
71.0,49607.59991737228,0.1015625,0.9822671155505727,495.4223643822554,387.55937435447095,46342.45430668389,36.0,245247.9464880951,1.475412533883853,0.9972432920022092,4.997067761901453,1918.8886828689892,122808.87570361531,110.81583033051919,31.25,78.0,46847.01895467683,0.125,0.7018008819774605,457.92447587935635,365.99233558341274,51540.491921380206,47.0,209691.83337743493,1.352755997951166,1.1797453836805714,1.9712375218258598,1638.2371309768982,104847.17638252149,115.34771348529219,132.8125
72.0,49938.344029842956,0.09375,0.8556866007733132,489.17072835252554,390.1433127331481,49506.933905011465,41.0,239109.0964262369,1.4463456813669127,1.049396943938929,3.662446210813195,1870.1288361044049,119688.24551068191,112.28956752506333,23.4375,79.0,46155.615988442885,0.0078125,1.8831643123339836,498.22086197503455,360.59074990971004,54664.091666433415,53.0,247917.23148110503,1.3343861144225004,1.195626592919092,2.198133628181051,1941.6457406714808,124265.32740297477,118.48361025633163,109.375
63.0,42099.5868879771,0.0546875,0.8812649881072273,413.15649659719736,328.9030225623211,40851.653601294114,39.0,170483.58667548513,1.4418375869098246,1.022060628746637,4.299242406492942,1334.728922367089,85422.65103149369,115.01930656000765,109.375,81.0,46207.5189467744,0.015625,1.9143038474622869,499.1835347013274,360.996241771675,58135.99496584694,61.0,249182.3257490486,1.2971611776245584,1.225214422866904,2.010404572180723,1946.7401947665426,124591.37246505872,129.07069260414386,187.5
67.0,46235.2388109708,0.0390625,1.7434841368016092,501.37612908903475,361.21280321070935,44975.378277205375,39.0,250347.6413351853,1.4396735081667908,0.9965191227598206,4.565021363449732,1971.8208520925195,126196.53453392125,110.75923808763291,23.4375,84.0,50166.5611829112,0.03125,1.167224114621858,507.37580137041016,391.92625924149377,54701.77514792292,50.0,257417.64565790517,1.3260304744034446,1.2011200449985342,2.3681517369203235,2011.0136682304058,128704.87476674597,128.42351851997188,93.75
65.0,45821.692717578204,0.0390625,1.7769962459167201,504.0772730768069,357.9819743560797,48545.30029354174,46.0,254088.17323282137,1.4320472808199898,1.0372704169495113,3.8292748428373997,1985.042132755136,127042.6964963287,111.46477157180692,23.4375,74.0,51693.76870621319,0.0390625,1.3013050655881706,530.4907748710332,403.85756801729053,49898.3693253118,40.0,281393.79350670916,1.380385596282086,1.0806016865003727,4.097653112921694,2198.750413999949,140720.02649599675,121.94014559903204,109.375
70.0,50283.65753617295,0.078125,1.0221187240074419,498.838782675104,392.84107450135116,44199.405986094884,39.0,247545.62518007972,1.5628285209726027,0.9389755190969965,4.929496865708569,1954.1520277671264,125065.72977709609,96.76304762448237,39.0625,65.0,50724.58667793277,0.0546875,1.1244451378925941,514.5794403475027,396.28583342134976,50781.95505402736,40.0,264738.9808211811,1.4363279520622134,1.041163454328972,3.964938130393939,2069.0631105461625,132420.0390749544,113.59299773597972,101.5625
72.0,56723.58533859394,0.09375,0.9788756551500435,560.9824675414712,443.15301045776516,47405.78280317147,36.0,314600.42592238856,1.6090398312281644,0.885027024532301,6.811316778932872,2459.3793631085127,157400.27923894482,96.2559010322727,46.875,71.0,43772.7337193742,0.0546875,1.030144596965737,438.35538844703314,341.9744821826109,49286.19676315453,51.0,192122.48912263146,1.372133013106508,1.1538771961806733,2.3847815417184286,1501.471358900147,96094.1669696094,115.88135025031431,54.6875
65.0,63813.61427754606,0.109375,0.9607439182495218,637.0236070677553,498.5438615433286,55339.97748828726,38.0,403245.86167050025,1.5718683667777111,0.8800298326185055,7.203930170475005,3190.0508814418054,204163.25641227554,96.97575891717905,31.25,71.0,41651.114512767446,0.1640625,0.6169267625209632,406.3923522895277,325.3993321309957,51268.894911878284,60.0,165149.17163304338,1.2510692171797777,1.2705300270209006,1.3404534614896944,1290.2855067345859,82578.2724310135,122.42333997997727,265.625
60.0,69464.63817946234,0.109375,1.0752490414003386,675.6626070269886,542.6924857770496,53166.118966927315,31.0,455686.6227707069,1.654842216799356,0.8179600463280873,9.39283209673059,3572.9683963274792,228669.97736495867,92.09467030277439,31.25,66.0,42326.32760532497,0.125,0.615284163173232,404.49447271600326,330.67443441660134,51528.03832516451,57.0,163470.80922240327,1.2580095275453111,1.2531103985690029,1.4064698617511893,1279.3744225139135,81879.96304089046,125.26644654569381,54.6875
61.0,56636.82304053304,0.0625,0.9268736459656397,554.1510234208567,442.4751800041644,49426.15479650979,40.0,306283.6800212377,1.529115610772218,0.9002283923403248,5.719662225578245,2405.2264888561685,153934.4952867948,99.82054952938117,23.4375,65.0,38190.64919713942,0.0390625,0.7160747480770367,375.15357886972157,298.3644468526517,46847.51442287468,53.0,140721.1565296492,1.2562240965315299,1.2571151500775324,1.8389217360976893,1099.1800150223619,70347.52096143116,136.7219658775246,179.6875
67.0,53587.8374482159,0.03125,1.287986066306259,535.389675122753,418.6549800641867,50638.01889571012,42.0,286503.0678051014,1.4879119890796435,0.9398232511817125,5.269054221863658,2240.380811404499,143384.37192988794,106.58617111688083,23.4375,66.0,40139.02773820356,0.0390625,0.715054936230028,404.7218015134516,313.5861542047153,47189.51273849678,49.0,163785.6545937732,1.2874574572583464,1.2341880280590536,1.8410569670241115,1279.3449153796134,81878.07458429526,123.72532587011818,31.25
65.0,72531.7480403835,0.078125,1.1622493180880022,745.2075938523969,566.6542815654961,67870.44100459525,40.0,555334.3558200923,1.4569282958523044,0.9508449604417015,6.192396610994123,4338.542858060064,277666.7429158441,111.7515199366445,125.0,68.0,41326.93446808917,0.0703125,0.9047879629535261,418.4811628115696,322.86667553194667,48768.00937200239,47.0,175101.80163389468,1.3080841211344245,1.2145641322908503,2.009404608260338,1367.999902390455,87551.99375298912,122.50054516895761,31.25
59.0,66588.70171268789,0.0625,1.0629549196180539,691.3858483710111,520.2242321303742,60557.12149497996,40.0,478010.68850405246,1.477806266595948,0.943907819945518,6.86748723583715,3734.41493713015,239002.5559763296,109.44369883196079,132.8125,74.0,39387.97474243994,0.0703125,1.170357893390448,414.2163288311348,307.718552675312,47916.76139443768,47.0,171454.85711627157,1.3060130822466978,1.2058504729337727,1.8118157590875341,1340.5895839611785,85797.73337351542,114.05208443455311,78.125
66.0,42592.62311677449,0.0859375,0.8623979240340119,416.8756314113123,332.7548680998007,44576.33894014584,45.0,173284.7228680583,1.3775813693636125,1.090677724248097,2.705322427485013,1361.4469207503512,87132.60292802248,116.68487189747499,148.4375,74.0,43112.795728563266,0.09375,1.2052011023189475,444.0998375181053,336.8187166294005,46729.388070155146,47.0,197130.83595411724,1.3971188527273313,1.0943437307991277,2.782965288050396,1541.5501244436955,98659.20796439651,120.82773786351981,140.625
63.0,59758.801047779314,0.0625,0.6736892776972213,623.5256408259975,466.8656331857759,61114.33685512161,45.0,388749.865399948,1.4200752940011723,1.0032272690511124,5.183369542955178,3036.812659585218,194356.01021345396,119.9038834434137,125.0,71.0,42556.85001844415,0.078125,1.03105663827247,435.4449666415533,332.47539076909493,48000.60035140014,51.0,189607.15016829496,1.36558910085775,1.1152849201158548,2.4121535309840634,1481.303964020688,94803.45369732403,116.60844736975837,23.4375
54.0,95890.9579869619,0.2109375,0.35991459105450224,911.148704622075,749.1481092731399,77923.0485970761,35.0,829609.3109618353,1.5239628398995644,0.9223741185012502,7.017604552612846,6489.930328663618,415355.54103447153,106.60499558141242,109.375,67.0,50293.94218065322,0.0546875,1.4426505374898995,552.7921588135574,392.9214232863533,55935.99424731799,51.0,305557.93734196736,1.3731810429630271,1.0550262712873735,3.260594130811064,2387.4916464268867,152799.46537132075,117.8272776346671,23.4375
64.0,86920.52776697846,0.2578125,0.4446027237567098,843.3343362698436,679.0666231795192,71902.96275931587,37.0,710644.0541685373,1.530417487980071,0.958024250921248,4.881684445024382,5560.334521439222,355861.4093721102,98.38521774526176,46.875,65.0,55115.67697309259,0.0546875,1.3383983246286426,575.6356244487621,430.59122635228584,59721.91226213072,48.0,330838.3733748535,1.3394018223289583,1.0627639401779758,3.544920326111809,2592.659479534439,165930.2066902041,120.73356469877461,54.6875
68.0,71528.69775094783,0.0546875,1.2869044931082165,711.8336145135381,558.8179511792799,58574.55253708525,35.0,503200.70935678243,1.5313649817946389,0.9111202305199553,4.995150089379771,3984.3124527859436,254995.9969783004,96.59188286980876,140.625,67.0,53801.516466942776,0.0625,0.7600834702758025,527.8851090362463,420.32434739799044,58773.341596538594,49.0,277877.7780430378,1.36955996601003,1.0973496066444546,2.3272280771696265,2182.9991754138528,139711.94722648658,112.453846234234,109.375
59.0,112739.74644331582,0.1484375,0.9823004192577367,1089.0957376620695,880.7792690884048,81390.15383826713,26.0,1185311.0459898235,1.5727293690856308,0.7990177784859747,11.035227599057876,9272.942844363854,593468.3420392866,96.47284767537046,23.4375,70.0,62448.235153479516,0.0546875,0.9834074608541647,633.1264721204857,487.8768371365587,58464.523420523976,45.0,400256.76629657944,1.565622485543842,0.9347347811483975,4.601627126236933,3136.0712035718198,200708.55702859646,92.90204550118642,31.25
60.0,112350.23159179532,0.1328125,0.9506380629157656,1084.173220290719,877.736184310901,89469.10636417642,27.0,1173687.8821473601,1.5352561544712198,0.8530731818400297,7.426492797041207,9195.510767669279,588512.6891308338,102.46756663422565,23.4375,74.0,50197.733901123895,0.0234375,1.2437376336570078,534.5403998948591,392.1697961025304,49368.01214511945,50.0,285519.2974934853,1.583489729520603,0.9516519530467389,3.9842374748736678,2233.405135354444,142937.92866268443,91.21268769447609,39.0625
61.0,78822.44919309273,0.0234375,0.9460549063035486,747.5315441056817,615.800384321037,71029.85501857502,34.0,558266.47021689,1.4069709766696725,0.9747683916125679,6.516439804867715,4369.82138315418,279668.5685218675,120.7042874862244,156.25,78.0,37940.729746074976,0.2109375,0.560866444110679,369.04121499172254,296.41195114121075,48872.15962676142,60.0,135671.52881101018,1.2589663324700593,1.30092411822551,1.366879898363449,1068.033602363439,68354.1505512601,124.16040104263465,320.3125
58.0,67197.19449948226,0.0078125,1.1487769634130263,658.6979144413581,524.9780820272051,63278.181370965496,40.0,433738.7877884883,1.3898167874040182,0.996098423985698,4.3050930821872155,3390.692671623764,217004.3309839209,117.28199114958788,148.4375,84.0,49334.58566206535,0.203125,0.501372432092632,471.66080107508407,385.42645048488555,58006.60547829434,48.0,222463.9000934899,1.3586937370084335,1.218464788621916,1.451140253137649,1737.9939465709324,111231.61258053967,103.37299140198631,23.4375
55.0,60654.43819749741,0.0234375,1.464970782968377,620.5947883058457,473.8627984179485,58638.8147803222,42.0,385130.5452130332,1.3910900836822437,0.9911573558948199,3.8860580200257386,3008.8301566448317,192565.13002526923,112.84297110017773,23.4375,80.0,56914.159459071,0.1953125,0.6386945900682739,538.4604083455484,444.6418707739922,59430.98537545347,41.0,289853.34861905524,1.3945318378875156,1.1424346551247124,2.2255933994001267,2265.8178713666484,145012.3437674655,103.3033065757395,31.25
61.0,58459.22094920883,0.0703125,1.173094728910751,597.6117300558651,456.712663665694,51447.53170483526,35.0,356913.51280908484,1.4740776238024864,0.9187011627338202,6.9528593078329815,2791.8608613156334,178679.09512420054,112.10705419181997,117.1875,73.0,54630.60315956905,0.0859375,0.9830148653984039,542.4175701334615,426.8015871841332,51476.87226212449,41.0,294190.3036097612,1.5067125031671524,0.9989584966032852,3.577483848005669,2298.761199896615,147120.71679338336,102.30092413248525,54.6875
70.0,52356.50026106257,0.046875,1.3478659210858472,534.2608657472235,409.0351582895513,48361.94104713714,31.0,285301.9562391299,1.4632977543567125,0.9838672944897308,4.6540396870336265,2230.9628996750207,142781.62557920133,112.60925449804115,23.4375,76.0,46113.637744266525,0.0625,1.0332461526324819,472.3670441950788,360.26279487708223,44074.074694366136,35.0,223113.49498815316,1.6195076043142123,0.9530614601053924,3.93848284583436,1743.339987693752,111573.75921240012,91.3733181017296,62.5
